店铺名称,类别,评分,所在区,所属片区,纬度,经度,详细地址,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜
前田寿司(松岗店),日式寿司,4.2,南海,松岗,23.143408,113.098722,南海区松岗桃园一路桃园名苑9号铺（桃园中学）,单人餐22元起，单人餐22元起，1-2人餐38元，双人餐49元;,周一至周日 12:00-21:00,17097660997,2420,,"蟹子寿司,叉烧面,三文鱼腩,海鲜拉面,蟹棒寿司,玉子寿司,鳗鱼海草手卷,长脚蟹,芝士三文鱼卷,海带,美团寿司套餐"
重庆霸道烤活鱼石锅鱼,烧烤,4.1,顺德,容桂,22.758136,113.336222,顺德区华口沙河路沙河坊44号（创新电脑对面）,双人餐68元，2-3人餐78元，3-4人餐98元，3-4人餐108元，5-6人餐128元，7-8人餐138元;,周一至周日 16:00-02:00  非营业时段 2018-02-12至2018-02-24 全天,15377753663,2419,,"重庆烤鱼,鱼,猪耳朵,青瓜,青菜,豆腐皮,碳火烤鱼,可乐,重庆火锅,石锅鱼,豆腐,花椒"
华永丰蛋糕(杏坛店),蛋糕,3.3,顺德,杏坛,22.780703,113.162417,顺德区杏坛镇康乐路商业大道90号东面,118元蛋糕2选1，6英寸蛋糕118元起，6英寸蛋糕118元起，128元蛋糕2选1，128元蛋糕2选1，128元蛋糕5选1，榴莲千层138元，138元蛋糕3选1，188元蛋糕2选1，抹茶翠心188元，198元蛋糕2选1，198元蛋糕2选1，198元蛋糕5选1，208元蛋糕3选1，258元蛋糕2选1，抹茶翠心258元，268元蛋糕2选1，268元蛋糕2选1，268元蛋糕5选1，278元蛋糕3选1;,周一至周日 06:00-22:30,0757-26639590,2412,华永丰食品制造有限公司自2000年创立以来，秉承永远追求满足顾客需求的经营理念。现今旗下拥有30多家直营销售门店，和各大品牌结成战略发展合作伙伴，公司的整体运作也由起步时的产销一体化模式升级为中央集结式生产、辐射型销售的现代化行销模式。 精细化的环节管理、专业化的制造团队、现代化的生产设备、膨胀化的销售网络、日臻完善的服务机制高素质的营销人才，是华永丰为广大客户提供满意服务的有力保障！华永丰的出品分为优质蛋挞、节、庆、礼蛋糕、时尚甜点、婚庆喜饼、中秋月饼、创新健康食品、面包西点等七大系列一百多款产品，与时俱进地研发创新是为永远追求满足顾客的需求！正因如此，华永丰的产品畅销顺德地区，华永丰品牌的知名度、美誉度、影响度、含金量不断的提升，塑造了积极健康的品牌效应。华永丰将始终怀抱“乐享丰盛时刻”的创业初衷，以健康产业为龙头，以铸造民族品牌精神为己任，致力于开发满足市场需求的产品，为顾客提供健康营养、安全放心的美味食品,"芒果千层切件,芒果千层拿破仑,美式波士顿,金牌蛋挞,1,华永丰蓝莓芝士派,华永丰果缤纷,草莓千层拿破仑,鸿运金猪面包,疯狂动物兔子"
麦利轩(跃华路店),甜点饮品,3.4,高明,荷城,22.894735,112.862098,高明区河江跃华路499号,唯美的你48.8元，58.8元蛋糕2选1，68元蛋糕2选1，数码图片蛋糕69.8元，69.9元蛋糕3选1，69.9元蛋糕2选1，75元蛋糕4选1，78元蛋糕2选1，78元蛋糕3选1，甜蜜诱惑78元，榴莲于心裸蛋糕78元，80元蛋糕4选1，98元蛋糕2选1，99.9元蛋糕3选1，100元蛋糕3选1，108元蛋糕6选1，118元蛋糕4选1，纯洁的爱128元，榴芒双重奏150元;,周一至周日 09:00-21:00,0757-88742989,2411,麦利轩西饼是一间拥有多家分店的西饼蛋糕店，店内推出多款蛋糕系列，如：黑森林系列、栗子系列、情浓巧克力系列、港式蛋糕系列、节庆蛋糕系列、婚庆蛋糕、迷人欧式风情系列、浪漫法式蛋糕系列、慕斯蛋糕系列。,"芝士蛋糕,迷你蛋糕,鸿运当头,情迷黑森林,榴莲蛋糕,蛋糕,黑森林之恋,芝你心,芒果千层,水果蛋糕,栗子千层,栗子千层蛋糕,榴莲肉,蓝莓酱,小番茄,榴莲千层"
顺风顺水,顺德菜,5,顺德,大良,22.821821,113.268194,顺德区近良市场斜对面永怡路7巷1号,9.6折（买单立享）;单人餐98元，6人餐498元，8-10人餐638元;89代100元;,周一至周日 08:30-14:30 17:00-22:00,0757-22660003,2412,,
寿司猫.来自京都的寿司店(金沙湾店),日式寿司,5,,金沙洲,23.140367,113.208655,黄岐建设大道金沙湾C107号,单人餐48元，双人餐88元;90代100元;,周一至周日 10:00-23:00,18665665752,2408,,"八爪鱼,薯条,沙律,三文鱼刺身,火锅,鳗鱼,水果沙律,刺身,寿司,蛋蛋,三文鱼,三文鱼寿司,鳗鱼寿司,土豆沙拉,蟹肉,蒲烧整块鳗鱼饭套餐,以菜谱为准,馋猫拼盘,手卷,厚切鳗鱼寿司,寿司拼盘,日式火锅,手握寿司"
绝味开心花甲粉(龙江店),米粉,3.5,顺德,龙江,22.876567,113.075469,顺德区龙江镇丰华北路103号（距陆羽茶庄30米）,9.5折（买单立享）;9.9元原味花甲粉，19.8元单人悠闲套餐，55元双人休闲套餐;,周一至周日 10:30-21:30,13702254683,2408,,"花甲粉,原味花甲,锡纸娃娃菜,生蚝花甲粉,肥牛花甲粉丝,鱿鱼花甲粉,原味花甲粉"
华莱士(明安店),快餐,4.3,南海,九江,22.891102,113.042225,南海区九江镇英明村明安路佳润超市旁,9.9元开心牛堡套餐，10.9元经典单人餐，11元休闲单人餐，16元小吃单人餐，16元经典三堡，16元红豆大派送套餐，16元香芋大派送套餐，18元肉卷鸡排套餐，19.8元手扒鸡套餐，28元经典双人餐，48.8元合家欢套餐;,周一至周日 09:30-22:00,0757-86913657,2405,,"香辣鸡肉卷,蜜汁鸡,艇仔粥,蜜汁鸡翅,鸡排,冰爽蜂蜜奶茶"
百年龙袍蟹黄汤包,汤包,3.7,南海,南海万科广场,23.035648,113.153808,南海区万科广场负一层（假日广场露天舞台右侧）,36.9元单人尊享套餐，69.9元2-3人尊享套餐;,周一至周日 09:30-21:30,13288332898/13266365771,2405,,
蓝月轩过桥米线(容桂店),过桥米线,4,顺德,容桂,22.759811,113.258102,顺德区容桂大道中106号（桂洲乐园公交站旁）,9.5折（买单立享）;单人餐12元起，双人餐62元;,周一至周日 11:00-20:00,13674062120,2397,,"北极红珊蚌,煎饺,玉米饼,冬阴功汤"
helens(佛山华远店),西餐,4.5,禅城,东建世纪广场,23.008149,113.113615,禅城区华远西路十字路口28号2楼,2-3人餐108元;,周一至周日 17:00-02:00,13597698915,2396,,"鸡尾酒,科罗娜,今夜要回家,今夜不回家,莫吉托,红牌,橙汁,热牛奶,土豆条,奥尔良烤翅,水果沙拉,阿拉伯水烟"
肥妈美食,快餐,4.8,三水,三水广场,23.17304,112.89027,三水区张边路潮立方东门首层,6.9元芒果班戟，7.9元榴莲班戟，25.8元肥妈秘制鸡爪，水果千层蛋糕68元;,周一至周六 00:00-23:00,13431636822,2395,,"千层蛋糕,榴莲班戟,酱萝卜,芒果班戟,肥妈秘制鸡爪,榴莲千层,芒果千层"
壮和奶吧(兆阳广场店),新式甜品,4.9,禅城,兆阳广场,22.999507,113.118095,禅城区石湾镇街道华远东路65号P22号之一,9.2折（买单立享）;,,15728722722,2393,,
奥维尔(黄岐店),蛋糕,4,,南方广场,23.116567,113.190218,黄岐黄岐鄱阳路岐苑大厦6座29号铺,9.5折（买单立享）;15元水果盒子蛋糕，68元蛋糕2选1，果蜜甜园68元，幽默森林68元，果蜜甜园148元，148元蛋糕2选1;18代20元;,周一至周日 全天,13609742113,2393,,"榴莲飘雪,奥利奥黑森林,榴莲千层,曲奇饼,芝士蛋糕,巧克力,磅蛋糕,芝士小蛋糕,泡芙,果密甜愿,提拉米苏,杯子蛋糕,巧克力饼干,榴莲蛋糕,雪蛋糕,咸方包,椰汁红豆包,椰奶包,提子方包,肉松土司,大福饼,白巧克力,奇异果,西多士,白雪公主,芒果千层,肠仔三明治,花生饼,麻薯qq包,吐司,水果奶油蛋糕,玉枕蛋糕,抹茶蛋糕,抹茶卷"
花火日本料理,日式寿司,4,禅城,祖庙,23.02604,113.108067,禅城区汾江南路48号金城大酒店内大堂首层（金城大酒店首层）,每满100减30，每满100减22（买单立享）;单人餐23元起，单人餐23元起，双人餐118元，3人餐148元;50代100元;,周一至周日 10:30-14:00,0757-83336912,2386,多福日本料理位于禅城金城大酒店首层，多福为顾客提供的每项刺身及寿司，保证是新鲜制造，保证每一口都有活鱼跳动与舌间的感觉；为提高你的视觉享受，多福特设玻璃窗口，让你看到厨师的精湛刀工。美好的生活感受，就是这样形成的。,"酸菠萝,大肠包饭,蛋包饭,玉子寿司,地狱拉面,脆薯沙律,荞麦面,天妇罗,军舰寿司,石窝鱼头香窝,香芒三文鱼芝士卷,烤鸡翅,面,寿司,刺身,炸鸡,秋刀鱼,拉面,芒果鸭胸,三文鱼,寿司拼盘,鸡肉火锅,烟熏鸭胸肉,铁板牛肉粒,紫菜卷,军船寿司拼盘,日式煎薄饼,饭,菠菜沙律"
徽哥瓦罉饭(东方广场店),快餐,4.5,禅城,东方广场,23.036409,113.121901,禅城区锦华路90号P6铺（东方广场沃尔玛对面）,16.8元单人套餐A，19.8元单人套餐B;,周一至周日 09:30-14:30 16:30-21:00  非营业时段 2019-02-04至2019-02-10 全天,0757-82035336/17322785336,2389,,"揽角腊鸭饭,咸鱼肉片饭,香菇滑鸡饭,腊肉饭,腊肠饭,豉汁排骨饭,咸鱼肉饼饭,南北杏炖猪肺,茶树菇炖老鸡,虫草花炖瘦肉,梅菜肉饼饭,榨菜肉丝饭"
亮点无国界料理(旺角潮人坊店),无国界料理,4.2,禅城,祖庙,23.032723,113.116869,禅城区祖庙街道福贤路旺角潮人坊3楼,单人餐15元起，单人午/晚餐45元;,,0757-82501056/13928202468,2371,,"寿司,三文鱼寿司,北极贝寿司,螺肉寿司,三文鱼,蟹柳寿司,熟虾寿司,豆腐,八爪鱼寿司,乌冬面,北极贝刺身,三文鱼刺身,日式鳗鱼炒饭,山贼汁豚肉石锅饭,吉列多春鱼,石窝鸡扒饭,牛肉意粉,照烧鸡扒石头饭,鸡扒奶茶,猪扒石锅饭,奶茶,鸡饭,柠檬,照烧鸡排石头饭,肉串,生炒牛肉饭,海草,鱿鱼须,寿司拼盘,刺身拼盘"
royaltea皇茶,饮品店,4.9,,黄岐,23.116495,113.190942,黄岐黄岐鄱阳路岐苑大厦8号（岐城附近）,8.8元柠檬拿铁饮品，9.8元招牌饮品，10.8元芋圆仙草西米露;,周一至周日 10:00-23:30,18676549421/18676544921,2368,,"芋圆三号,鸡翅"
姜虎东白丁烤肉(顺德店),韩式烤肉,3.3,顺德,大良,22.834,113.271046,顺德区东乐路新一城购物广场3楼（卢米埃影院门口）,双人餐168元，3-4人餐268元，5-6人餐398元;95代100元;,周一至周日 11:00-23:00  非营业时段 2018-02-15至2018-02-18 全天,0757-22224018,2377,,"石锅饭,护心肉,大酱汤"
炭歌烤鱼(悅万城店),炭火锅,5,南海,南海广场,23.041057,113.141011,南海区桂城南海大道北悦万城四楼,2-4人餐118元，双人餐128元起，4人餐168元;25代50元，88代100元;,非营业时段 2018-02-12至2018-02-23 全天,0757-86235819,2367,,
T1T友茶(和信广场狮山店),新式甜品,3.9,南海,狮山,23.120929,113.005105,南海区博爱中路61号和信广场1层,12.8元菊普果茶，16.8元缤纷水果茶;,周一至周日 10:00-22:30,0757-86636226,2367,,"抹茶香米,蔓越莓果茶,鸡翅膀"
杨国福麻辣烫(恒福广场店),麻辣烫,4.8,三水,西南,23.157645,112.891639,三水区西南街道文锋东路2号三水恒福广场109自编1B15、1B16、1L17,18.8代20元;,非营业时段 2018-02-15至2018-02-17 全天,18899873821,2368,,"荤菜,素类"
华之屋(联承店),西式甜品,4.3,南海,官窑,23.224766,113.083665,南海区狮山镇官窑大道68号联承广场右侧1号铺,芒果千层59.9元，榴莲忘返69.9元，澳洲奶牛75元，可爱贝奇85元，夏亿香芒87元，盛夏果实88元，红莓乐园88元，踏雪寻梅90元，果园派对90元，原味芝士97元，果然有心106元，玫瑰情缘108元，心心相印108元，栗芒邂逅110元，法式栗子110元，榴芒双拼115元，芒果海滩118元，雪顶榴莲118元，蟠桃献寿120元，缤纷四季128元，白色恋人136元，鲜果盛宴140元，栗栗在目170元;8.5代10元;,周一至周日 06:00-23:00,0757-81801121/81801333,2357,,"猪扒包,辣味肉松包,培根包,小蛋糕,酸奶芝士蛋糕,寿司卷"
川厨名灶,川味火锅,4.1,顺德,容桂,22.75338,113.292389,顺德区容桂街道桂洲大道东旧货市场内,89.9代100元;,周一至周日 10:30-21:30,0757-28391978,2357,,"鹅掌亦,黄金鱼"
松涛竹语,粤菜,4.4,禅城,石湾,23.005091,113.079987,禅城区和平路1506创意城C区9栋C683（即建国陶瓷厂内）,2-3人餐138元，2-3人餐138元，4-5人餐178元，6人餐208元，4人餐218元;,周一至周日 10:00-21:30,0757-82729878/18566402918,2357,,"鸡肉,桑拿鸡桑拿鱼,乳鸽煲,白米饭,走地鸡,鱼头,煲汤,鱼翅,鱼片,水煮鱼,酸辣土豆丝,香辣虾蟹,大锅,浓汤,海鲩,杏鲍菇,汤底,鸡汤"
雪糕车可丽饼,快餐,4.8,禅城,创意产业园,23.012073,113.098069,禅城区创意产业园一号楼小汽车,9.8元冰淇淋可丽饼，11.8元抹酱香蕉可丽饼，12元劲爆双球更小更多冰淇淋的可丽饼，12.8元相思爆爆可丽饼，12.8元热食可丽饼套餐，14.8元芒果圣代可丽饼;,周一至周日 13:00-22:00  非营业时段 2018-02-16至2018-02-22 全天,13929983142,2351,,"芒果火龙果圣代,可丽饼,芒果圣代,巧克力鲜奶油,冰淇淋,芒果西瓜圣代,西瓜汁,爆浆,芒果奇异果圣代,芒果爆爆圣代,芦荟蜜"
相逢幸福蛋糕(顺德站),蛋糕,5,顺德,容桂,22.756769,113.235265,顺德区容桂沙滩路龙海市场1号店铺,99元蛋糕3选1，金丝榴莲蛋糕118元，148元蛋糕4选1，春夏秋冬158元，158元蛋糕4选1，158元蛋糕2选1，158元蛋糕3选1，168元蛋糕3选1，168元蛋糕4选1，188元蛋糕4选1，188元蛋糕4选1，春夏秋冬198元，208元蛋糕4选1，208元蛋糕3选1，218元蛋糕4选1，218元蛋糕4选1，春夏秋冬蛋糕228元;,周一至周日 00:00-21:00,400-900-9328,2353,,
上品轩(湖畔湾店),西式甜品,4,顺德,乐从,22.955638,113.094595,顺德区乐从路乐从居委会镇安路B121号（发又发旗舰店旁）,9.9元夹心甜甜圈，10.8元美味蛋挞2选1，65元蛋糕3选1，水果蛋糕118元，水果红豆夹心蛋糕136元;12.6代15元;,周一至周日 06:30-23:00,0757-28907944,2349,上品轩已创立多年，是专业生产面包、蛋糕、西饼、婚嫁礼饼、中秋月饼、端午粽子、油角年货等食品的加工生产销售企业。拥有2000平方米的半自动生产工厂，配置强大的研发团队和产检验设备，是佛山较早取得QS认证的食品生产企业之一，有效覆盖顺德各镇区，公司位于顺德乐从，环境优美、交通方便，。公司拥专业的经营管理人才，保证高、中档糕点食品的开发和制作质量，至今公司已开发中西式糕点、月饼等多个系列100余品种的产品。公司用料上乘、制作精细、口味独特、以健康产品为龙头，以铸造民族品牌为己任，致力于开发满足市场需求的产品，为顾客提供健康营养、安全放心的美味食品,"芝士蛋糕,栗子蛋糕,水果蛋糕,朱古力蛋糕,肉松面包,蛋挞王,1,蛋挞,小蛋糕,巧克力蛋糕,老婆饼红豆饼"
SML顺麦隆(扁滘店),蛋糕,5,顺德,容桂,22.746972,113.317499,顺德区桂洲大道东扁滘居委会民得市场水果档8号,满20减2（买单立享）;,周一至周日 06:00-22:30,0757-28363235,2347,至尊莎士其连锁店成立于2002年，在短短几年内由原来一家小作坊到今天多家连锁经营。 本店以“经济实惠、真材实料、卫生可靠“作为宗旨，为广大顾客服务，树立品牌。2009年建成中央配成工厂，并通过QS生产许可，为广大顾客营造放心消费环境。,"虎皮蛋糕,杏仁巧酥,代金券,朗姆葡萄曲奇,百里香酥,杏仁巧酥（盒装）"
特百味烧腊坊(体育路店),快餐,3.6,,大沥,23.113392,113.126269,大沥南海大沥体育路16号,5.8元单人甜品套餐，15.8元实惠单人餐，24.8元豪华单人餐，29.8元双人小吃套餐;,非营业时段 2018-02-15至2018-02-21 全天,0757-81181187,2348,,"烧腊饭,祭祖鸿运金鹅,切鸡饭,焦糖炖蛋,密汁叉烧饭,普洱茶,鸭翅膀,烧排骨"
raretea 皇茶,饮品店,3.7,高明,荷城,22.894052,112.861313,高明区跃华路513号（百惠商场斜对面）,9.9元单品;16代20元;,,18319107060,2344,,
华之屋(佛华店),甜点饮品,5,禅城,禅城区,23.035269,113.129084,禅城区佛平路38号,芒果千层59.9元，榴莲忘返69.9元，澳洲奶牛75元，可爱贝奇85元，夏亿香芒87元，盛夏果实88元，红莓乐园88元，踏雪寻梅90元，果园派对90元，原味芝士97元，果然有心106元，玫瑰情缘108元，心心相印108元，栗芒邂逅110元，法式栗子110元，榴芒双拼115元，芒果海滩118元，雪顶榴莲118元，法式旋栗119元，蟠桃献寿120元，缤纷四季128元，白色恋人136元，鲜果盛宴140元...;8.5代10元;,周一至周日 06:30-23:00,0757-81801121/81801333,2344,,"红豆饼,椰蓉包,蜂巢蛋糕,红豆方块,面包蛋糕,菠萝包,奶黄包,咸方包,玉米汁,流沙包,寿司卷,猪扒包,奶酪夹心包"
乐恩阁,粤菜,4.2,顺德,北滘,22.919534,113.210204,顺德区大园路3号,每满100减22（买单立享）;4人餐99元;78代100元;,周一至周日 11:00-14:00 15:00-21:00,0757-26632118,2339,乐恩阁位于北滘大园路上，即建设大厦旁，店家每天采用新鲜的材料，以精致的出品为食客服务，菜品丰富，独具特色，务求令顾客以低价享受到优质的服务，雅致舒适的就餐环境，为食客们提供了舒服的就餐体验，优质的服务和独特的味 道，深受广大消费者的喜爱,"排骨煲仔饭,小炒王,红枣糕,黄金糕,皮蛋粥,滑鸡煲仔饭,蒜苗拼香芹,杂菜,饺子,草鸡,乳鸽,手打双丸,猪杂,猪红,白萝卜,田园杂菜,牛腩米粉,三丝炒米粉,排骨,凤爪,白灼时蔬,金牌燎鹅,炸春卷,芋头,淮山,排骨饭,炸云吞,菊花茶"
